Video name,Unique ID,GuidId,Notification,Exercise Name,Age Suitability,Goal,Primary Category,Body Region,Equipments,Fitness Level,Physical limitation,Sets,Reps,RPE,Rest intervals,Health benefit,Steps to perform,Safety cue,MET value,is_not_suitable_for,Tags,,,
,,,,Single Leg Deadlift (Bodyweight),40-59,Weight Maintenance,Strength,Full,Bodyweight,Beginner,Limited single-leg balance,3,10–12,6–7,30–45 sec,Improves pelvic mobility and movement awareness to enhance core coordination,"1. Stand on one leg with the knee slightly bent and the other foot hovering behind.
2. Hinge at the hips and reach both hands toward the floor while keeping your back flat.
3. Lower until you feel tension in the standing hamstring or your hands reach mid-shin.
4. Drive the hips forward and squeeze the glute to return to standing; switch legs.",Keep spine neutral and move the pelvis slowly with controlled breaths,4,,Main workout,,,
,,,,Reverse Plank (Tabletop),60+,Weight Gain,Strength,Core,Bodyweight,Beginner,Reduced core stability,2,20–30,6–7,30–45 sec,Stretches the chest and anterior shoulder to increase upper body flexibility,"1. Sit with knees bent, feet flat, and hands placed shoulder-width behind your hips.
2. Press into hands and feet and lift your hips until torso and thighs form a straight line.
3. Keep your neck neutral and squeeze your glutes while holding the position.
4. Lower your hips slowly back to the starting position with control.",Keep hips square and gently retract the shoulder blades,4,,Main workout,,,
,,,,Ladder Climb (Arm/Leg Motion),All Ages,Weight Loss,Activation/Mobility,Full,Bodyweight,Beginner,Shoulder pain (general),3,8–12,7–8,60–90 sec,Builds hamstring and glute strength and enhances single-leg balance,"1. Start in a high plank with hands under shoulders and feet hip-width apart.
2. Reach your right hand forward one step and then bring your left foot forward to follow.
3. Alternate hand and opposite foot in a controlled stepping pattern to move forward.
4. Reverse the sequence to move back to the start while keeping core tight and hips level.",Hinge from the hips and keep a neutral spine throughout the movement,3.5,Sarcopenia,Warm up,,,
,,,,Shoulder Shrugs (Controlled),40-59,Weight Gain,Activation/Mobility,Upper,Bodyweight,Beginner,Neck pain,3,20–30,6–8,30–60 sec,Strengthens posterior chain and supports core and shoulder stability,"1. Stand with feet hip-width apart and arms relaxed at your sides.
2. Inhale and lift both shoulders straight up toward your ears in a controlled motion.
3. Pause briefly at the top without rolling the shoulders forward.
4. Exhale and lower the shoulders slowly back to the start.",Press through hands and heels to keep hips aligned with shoulders,2,"Hypertension, Coronary Artery Disease",Warm up,,,
,,,,IT Band Cross-Over Stretch,60+,Weight Loss,Flexibility / Stretching,Lower,Bodyweight,Beginner,Hip stiffness / limited hip mobility,3,20–30 sec hold per side,7–9,60–90 sec,Enhances coordination and provides low-impact full-body movement practice,"1. Stand tall and cross your right leg behind your left leg.
2. Keep your hips square and lean your torso toward the left until you feel a stretch along the outer right hip.
3. Hold the position, then repeat on the opposite side.",Maintain a neutral spine and move arms and legs deliberately without twisting,6,,Cooldown,,,
,,,,Side Leg Hold (Isometric),All Ages,Weight Maintenance,Strength,Lower,Bodyweight,Beginner,Limited single-leg balance,3,10–15,6–7,30–60 sec,Increases trapezius endurance and promotes neck and shoulder mobility,"1. Lie on your side with legs stacked and support your upper body on your elbow.
2. Lift the top leg to hip height with the leg straight and toes pointing forward.
3. Squeeze the outer thigh and hold the leg steady without movement.
4. Lower the leg slowly and switch sides.",Raise and lower your shoulders slowly while keeping the neck relaxed,2.5,,Main workout,,,
,,,,Tibialis Raises (Wall Lean),40-59,Weight Gain,Activation/Mobility,Lower,Bodyweight,Beginner,Ankle pain,2,20–30,6–7,30–60 sec,Lengthens lateral thigh tissue and improves hip joint flexibility,"1. Stand with your back against a wall and feet hip-width about 6–12 inches from the wall.
2. Keep your heels planted and shoulders touching the wall for support.
3. Lift your toes and the fronts of your feet up toward your shins as high as possible.
4. Lower your toes slowly back to the floor and repeat.",Square your hips and hinge forward from the hips without rotating the torso,2,,Warm up,,,
,,,,Elbow Circles,60+,Weight Maintenance,Activation/Mobility,Upper,Bodyweight,Beginner,Elbow pain,3,20–30,6–8,30–60 sec,Enhances hip abductor strength and lateral pelvic stability,"1. Stand tall with feet hip-width and bend your elbows to 90 degrees so upper arms are parallel to the floor.
2. Keep forearms steady and make slow controlled small circles with your elbows forward for several rotations.
3. Reverse the direction and perform slow circles backward for the same number.",Keep hips stacked and core braced to prevent pelvic drop,2.8,"Hypertension, Coronary Artery Disease",Warm up,,,
,,,,Prayer Stretch (Reverse),All Ages,Weight Loss,Flexibility / Stretching,Upper,Bodyweight,Beginner,Limited shoulder range of motion,3,20–30 sec hold per side,6–7,30–60 sec,Strengthens anterior lower leg muscles and supports ankle dorsiflexion control,"1. Stand upright and bring your hands behind your back to press your palms together with fingers pointing down if possible.
2. Squeeze your shoulder blades together and gently lift your hands upward toward your mid-back to open the chest.
3. Keep your neck long and hold the position without forcing the movement.
4. Release your hands slowly and repeat.",Anchor the heel and lift the toes with controlled dorsiflexion while staying upright,4,,Cooldown,,,
,,,,Hip Flexion Hold (Standing),40-59,Weight Maintenance,Activation/Mobility,Lower,Bodyweight,Beginner,Limited single-leg balance,2,10–15,6–7,15–30 sec,Increases shoulder joint mobility and warms surrounding musculature,"1. Stand tall with feet hip-width apart and hands on hips.
2. Shift weight onto one leg and lift the opposite knee toward your chest until the hip is about 90 degrees.
3. Hold the lifted knee steady while keeping your torso upright for the desired time.
4. Lower the leg under control and repeat on the other side.",Keep shoulders down and perform small controlled circles from the elbows,4,,Warm up,,,
,,,,Penguin Waddle (Lateral Side Bend),All Ages,Weight Loss,Flexibility / Stretching,Core,Bodyweight,Beginner,Limited single-leg balance,3,20–30 sec hold per side,7–8,30–60 sec,Strengthens hip flexors and challenges balance and core stabilization,"1. Stand with feet together and hands at your sides or behind your head.
2. Take a small side step to the right and bend your torso slightly toward that side.
3. Step the left foot toward the right while returning to an upright position.
4. Continue alternating sides with controlled, waddling steps.","Stand tall, brace the core, and lift the knee without arching the lower back",2.6,"Hypertension, Coronary Artery Disease",Cooldown,,,
,,,,Rib Cage Isolation (Slide),40-59,Weight Gain,Activation/Mobility,Core,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),3,8–12,7–8,60–90 sec,Builds hamstring and glute strength and improves unilateral leg stability,"1. Stand with feet shoulder-width apart and hands lightly on your waist.
2. Anchor your pelvis and slide your rib cage slowly to the right using only your upper torso.
3. Return the rib cage to center with control.
4. Repeat the slide to the left while keeping your hips still.",Keep pelvis level and core braced as you lift,5,Sarcopenia,Warm up,,,
,,,,Standing Shin Stretch,60+,Weight Maintenance,Flexibility / Stretching,Lower,Bodyweight,Beginner,Limited single-leg balance,2,20–30 sec hold per side,6–7,30–45 sec,Enhances lateral trunk mobility and oblique activation for functional movement,"1. Stand tall and place one foot forward with toes on the floor and heel lifted.
2. Bend the front knee and shift hips back while keeping toes anchored.
3. Hold the stretch, then switch sides.",Keep hips stacked and move from the rib cage with control,4,,Cooldown,,,
,,,,Side Lying Windmill,All Ages,Weight Loss,Activation/Mobility,Upper,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),2,8–12,6–7,30–45 sec,Improves thoracic mobility and segmental spinal control during rotational movements,"1. Lie on your right side with legs stacked and knees slightly bent.
2. Extend your left arm up and your right hand on the floor for support.
3. Sweep the left arm in an arc across your body while rotating your torso and rolling onto your back.
4. Reverse the motion to return to the side, repeat, then switch sides.",Stabilize the pelvis and slide the rib cage smoothly without rotating the hips,4,,Warm up,,,
,,,,Squat to Chair,40-59,Weight Maintenance,Strength,Lower,Bodyweight,Beginner,Knee pain (general / chronic),2,10–12,6–7,30–45 sec,Increases anterior lower leg flexibility and eases ankle dorsiflexion range,"1. Stand with feet shoulder-width and a chair directly behind you.
2. Hinge at the hips and bend your knees to lower until your glutes lightly touch the chair.
3. Pause briefly with weight in your heels and chest lifted.
4. Press through your heels to stand fully and repeat.",Maintain a long spine and hinge from the hips without rounding the back,5,,Main workout,,,
,,,,Step Jacks (No Jump),All Ages,Weight Maintenance,Cardio,Full,Bodyweight,Beginner,Limited single-leg balance,3,8–12,6–8,45–60 sec,Enhances shoulder mobility and scapular coordination in a supported rotational pattern,"1. Stand tall with feet together and arms at your sides.
2. Step your right foot out to the right while raising both arms overhead.
3. Step your right foot back to center while lowering your arms to your sides.
4. Repeat the same step and arm pattern to the left side in a controlled rhythm.",Keep shoulders stacked and move the top arm with control,2,,Warm up/Main workout,,,
,,,,Lat Stretch (Wall Assist),40-59,Weight Gain,Flexibility / Stretching,Upper,Bodyweight,Beginner,Limited overhead reach,3,20–30 sec hold per side,7–8,60–90 sec,Trains safe squat mechanics and builds lower body strength for daily sitting and standing,"1. Stand side-on near a wall and place the far hand on the wall at shoulder height.
2. Step your feet away from the wall and hinge forward at the hips while keeping the arm straight.
3. Lean into the stretch until you feel it along the side of your torso, then switch sides.","Push hips back, keep chest up and sit lightly onto the chair",3.5,,Cooldown,,,
,,,,Single Leg Balance (Head Turns),60+,Weight Loss,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,3,20–30,7–8,45–60 sec,Improves cardiovascular activity and coordination with low impact lower body movement,"1. Stand tall and shift your weight onto your right leg while lifting the left foot slightly off the ground.
2. Hold your arms out to the sides or place them on your hips to help balance.
3. Slowly turn your head to look over your right shoulder and then return to center.
4. Repeat the head turns several times, then switch to balance on the other leg.",Step deliberately with a neutral spine and steady breathing,4,,Main workout,,,
,,,,Seated T-Spine Extension,All Ages,Weight Maintenance,Activation/Mobility,Upper,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),2,6–8,6–7,30–45 sec,Promotes latissimus flexibility and improves shoulder girdle reach and mobility,"1. Sit upright on a chair with feet flat and hands behind your head.
2. Tuck your chin slightly and lift your chest as you arch your upper back over the chair back.
3. Hold the extended position for a few seconds while breathing smoothly.
4. Return to upright and repeat for the desired repetitions.",Keep ribs down and reach through the arm while maintaining a neutral pelvis,2,,Warm up,,,
,,,,Glute Bridge March,40-59,Weight Gain,Activation/Mobility,Lower,Bodyweight,Beginner,Reduced core stability,3,8–10,6–7,30–45 sec,Challenges proprioception and vestibular integration to improve balance under dynamic conditions,"1. Lie on your back with knees bent, feet flat hip-width and arms at your sides.
2. Drive your hips up into a full bridge, squeezing your glutes.
3. Lift one knee toward your chest without dropping your hips, then lower it.
4. Alternate legs in a controlled marching rhythm while keeping hips level.","Keep hips level, soften the standing knee and turn your head slowly",2.2,"Sarcopenia, Cognitive Decline / Dementia",Warm up,,,
,,,,Pec Minor Stretch (Doorframe),All Ages,Weight Loss,Flexibility / Stretching,Upper,Bodyweight,Beginner,Poor posture (rounded shoulders / forward head),3,20–30 sec hold per side,6–7,30–60 sec,Enhances glute and hip stability while engaging the core,"1. Stand in a doorway and place your forearm against the doorframe with elbow at shoulder height.
2. Step forward with the same-side foot to create a gentle stretch in the front of the chest.
3. Keep your torso upright and rotate slightly away from the arm until you feel the stretch.
4. Hold the position, then switch sides and repeat.",Keep hips level and core braced as you alternately lift each knee,4,,Cooldown,,,
,,,,Tandem Stance (Eyes Closed),40-59,Weight Loss,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,3,12–16,7–8,45–60 sec,Improves lateral coordination and cardiovascular fitness without high joint impact,"1. Stand with one foot directly in front of the other so the heel of the front foot touches the toes of the back foot.
2. Close your eyes and keep your hands relaxed at your sides while maintaining an upright posture.
3. Hold the position for the desired time, then open your eyes and switch the lead foot.",Land softly with knees slightly bent and hips back to control lateral motion,5,,Main workout,,,
,,,,Floor Angels,60+,Weight Gain,Activation/Mobility,Upper,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),3,8–12,6–7,30–60 sec,Increases anterior shoulder and chest mobility to support better posture,"1. Lie on your back with knees bent, feet flat, and arms at your sides with elbows bent.
2. Press your lower back and wrists gently into the floor and keep that contact throughout the movement.
3. Slowly slide your arms overhead until they are nearly straight while keeping your shoulders down.
4. Reverse the motion with control to return to the starting position.",Keep ribcage down and shoulders relaxed while leaning into the doorframe stretch,4,,Warm up,,,
,,,,Reverse Plank,All Ages,Weight Maintenance,Strength,Core,Bodyweight,Beginner,Limited shoulder range of motion,3,4–6,6–7,30–45 sec,Challenges balance and proprioception to enhance stability in single limb tasks,"1. Sit with legs extended or knees bent and place hands on the floor behind your hips with fingers pointing toward your feet.
2. Press through your hands and feet and lift your hips until your body forms a straight line from shoulders to knees or heels.
3. Squeeze your glutes and keep your chest open while maintaining a neutral neck.
4. Lower your hips with control back down to the floor.",Maintain a tall spine and soft knees while breathing steadily with eyes closed,2.3,Sarcopenia,Main workout,,,
,,,,Knee Repeaters,40-59,Weight Gain,Activation/Mobility,Core,Bodyweight,Beginner,Knee pain (general / chronic),3,10–15,6–7,30–60 sec,Promotes thoracic mobility and scapular control for improved upper back movement,"1. Lie on your back with knees bent and feet flat on the floor.
2. Lift one knee toward your chest to about 90 degrees while keeping the other foot planted.
3. Lower the lifted foot back to the floor and immediately lift it again for repetitions.
4. Switch legs and repeat the same motion on the other side.",Press the lower back gently to the floor and move the shoulders slowly and deliberately,5,,Warm up,,,
,,,,Child's Pose with Side Reach,60+,Weight Loss,Flexibility / Stretching,Core,Bodyweight,Beginner,Knee pain (general / chronic),3,20–30 sec hold per side,7–8,60–90 sec,Strengthens posterior chain muscles while improving shoulder and core endurance,"1. Kneel and sit back on your heels with knees apart and chest over thighs.
2. Extend both arms forward, then slide them to one side to reach along the outer edge of that arm.
3. Hold the side reach, then return hands to center and repeat on the other side.",Keep hips lifted in line with shoulders and engage glutes to prevent sagging,3.5,"Hypertension, Coronary Artery Disease",Cooldown,,,
,,,,Star Balance (Anterior Reach),All Ages,Weight Loss,Balance & Stability,Full,Bodyweight,Beginner,Limited single-leg balance,3,10–12,6–7,30–60 sec,Encourages lumbar mobility and core coordination during controlled lower limb movement,"1. Stand on one leg with a slight bend in the knee and arms out to the sides.
2. Hinge at the hips and reach the opposite arm forward while lifting the free leg back into a straight line.
3. Keep hips square and pause at the furthest reach to challenge balance.
4. Return to upright standing and repeat on the other leg.",Stabilize the pelvis with the core and control each knee motion without jerking,3,,Main workout,,,
,,,,Quadruped Thoracic Rotation,40-59,Weight Maintenance,Activation/Mobility,Core,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),3,6–8,6–7,30–60 sec,Stretches lateral torso and hip muscles while promoting relaxation and spinal lengthening,"1. Quadruped Thoracic Rotation: Get on all fours with knees under hips and hands under shoulders.
2. Place your right hand behind your head and keep your left hand planted on the floor.
3. Rotate your upper back to lift your right elbow toward the ceiling while looking up.
4. Return to the start and repeat for desired reps, then switch sides.",Maintain controlled movement and proper alignment throughout,2,,Warm up,,,
,,,,Lateral Squat Walk,60+,Weight Gain,Balance & Stability,Lower,Bodyweight,Beginner,Knee pain (general / chronic),3,6–8,7–8,45–60 sec,Develops single leg stability and dynamic reach control for improved balance,"1. Lateral Squat Walk: Stand with feet wider than hip-width and toes slightly turned out.
2. Drop into a low squat with chest up and weight on your heels.
3. Step your right foot to the side, then bring your left foot to return to the squat stance.
4. Continue stepping sideways for the desired distance while maintaining squat depth.",Maintain a neutral spine and hinge from the hips while reaching forward with control,3,Sarcopenia,Main workout,,,
,,,,Shadow Boxing (Uppercuts),All Ages,Weight Maintenance,Cardio,Upper,Bodyweight,Beginner,Rotator cuff weakness / instability,3,8–12,6–7,30–45 sec,Enhances thoracic rotation and spinal mobility for better upper body movement,"1. Shadow Boxing (Uppercuts): Stand in a light athletic stance with feet shoulder-width and one foot slightly back.
2. Bend knees slightly and drive your right fist upward from your hip toward chin level while rotating your torso.
3. Return your hand to guard, then repeat the uppercut on the left in a steady, rhythmic motion.",Keep hips stable and rotate through the upper back slowly while breathing evenly,2.5,,Warm up/Main workout,,,
,,,,Standing Crescent Moon,40-59,Weight Gain,Flexibility / Stretching,Core,Bodyweight,Beginner,Limited overhead reach,3,20–30 sec hold per side,7–8,45–60 sec,Strengthens hip abductors and improves lateral movement control,"1. Standing Crescent Moon: Stand tall with feet hip-width apart and arms overhead, palms touching.
2. Shift weight onto one foot and engage the standing leg.
3. Lean slowly to the opposite side from the waist, reaching the top arm over your head and lengthening the side body.
4. Return to center and repeat on the other side.",Keep chest up and weight in the heels as you step,4.5,Obesity / Overweight,Cooldown,,,
,,,,Single Leg RDL (Bodyweight),60+,Weight Loss,Strength,Lower,Bodyweight,Beginner,Limited single-leg balance,3,20–30,6–8,30–60 sec,Enhances upper body coordination and shoulder mobility,"1. Single Leg RDL (Bodyweight): Stand tall and shift weight onto one leg with a slight knee bend.
2. Hinge at the hips and reach your chest forward while extending the free leg straight behind you.
3. Keep your back flat and hips level as you lower until your torso and rear leg form a straight line.
4. Drive the standing hip forward to return to upright and repeat on the other leg.",Rotate through the hips and keep elbows tight to maintain control,5,,Main workout,,,
,,,,Wall Windmill,All Ages,Weight Maintenance,Activation/Mobility,Full,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),3,8–12,6–7,30–45 sec,Increases lateral spinal mobility and side body flexibility,"1. Wall Windmill: Stand facing a wall and place one hand on the wall at shoulder height.
2. Step your feet wider than hip-width and hinge at the hips while rotating your torso away from the wall.
3. Slide the free hand down the outside of the front leg toward the ankle while keeping the other hand on the wall.
4. Reach the top arm up and along the wall, then return to start and repeat on the other side.",Keep a long spine and engage the core to avoid lower back collapse,2,,Warm up,,,
,,,,Scapular Wall Hold,40-59,Weight Loss,Activation/Mobility,Upper,Bodyweight,Beginner,Poor posture (rounded shoulders / forward head),3,8–12,7–8,60–90 sec,Develops posterior chain strength and single leg balance through hip hinge,"1. Stand with your back against a wall, feet hip-width and a few inches from the wall.
2. Press your lower back into the wall and tuck your chin slightly.
3. Raise your arms to a goalpost position with elbows bent 90° and the backs of your hands touching the wall.
4. Squeeze your shoulder blades together and hold the position for the chosen duration.",Maintain controlled movement and proper alignment throughout,4.5,,Warm up,,,
,,,,Heel Jacks,60+,Weight Gain,Cardio,Lower,Bodyweight,Beginner,Ankle instability / recurrent sprains,3,8–12,6–8,30–60 sec,Improves thoracic rotation and shoulder mobility,"1. Stand tall with feet together and knees slightly bent.
2. Step your right foot out to the side while swinging your left heel back to lightly tap under your glute; land softly.
3. Return to center with a small hop or step and then step your left foot out while swinging your right heel back.
4. Continue alternating sides at a steady rhythm for the desired reps or time.",Keep the moving arm long and rotate from the upper back while keeping hips stacked,3,,Warm up/Main workout,,,
,,,,Seated Chest Opener,All Ages,Weight Maintenance,Flexibility / Stretching,Upper,Bodyweight,Beginner,Limited shoulder range of motion,3,20–30 sec hold per side,7–8,60–90 sec,Builds scapular control and supports improved shoulder alignment,"1. Sit tall on a chair or the floor with feet flat and knees bent.
2. Interlace your fingers behind your back and straighten your arms with palms facing away.
3. Lift your chest and gently squeeze your shoulder blades together while keeping your neck neutral.
4. Hold the opened position for the chosen duration then release.",Maintain controlled movement and proper alignment throughout,2,"Hypertension, Coronary Artery Disease",Cooldown,,,
,,,,Tightrope Walk,40-59,Weight Loss,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,3,20–30,7–8,30–60 sec,Elevates cardiovascular activation and ankle mobility,"1. Tightrope Walk: stand tall with feet together and imagine a straight line on the floor.
2. Step forward placing one foot directly in front of the other so the heel touches the toes.
3. Extend your arms out to the sides and keep your gaze forward for balance.
4. Walk slowly along the line with controlled steps for the desired distance.",Land softly on the balls of your feet and absorb impact with bent knees,4,"Obesity / Overweight, Osteoarthritis, Osteoporosis, Hypothyroidism",Main workout,,,
,,,,Seated Extension (Hands on Neck),40-59,Weight Maintenance,Activation/Mobility,Core,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),2,8–12,6–7,30-60 sec,Increases hip extension range of motion,"1. Sit on a chair with feet flat and knees bent.
2. Place both hands lightly at the back of your neck with elbows wide.
3. Inhale to lengthen the spine, then exhale and slowly extend your upper back while opening the chest.
4. Return to a neutral spine with control and repeat.",Tuck the pelvis and maintain an upright torso during the stretch,4,,Warm up,,,
,,,,Dead Bug (Contralateral),60+,Weight Gain,Strength,Core,Bodyweight,Beginner,Reduced core stability,3,12–15,6–8,30-60 sec,Improves single leg balance and calf muscle strength,"1. Lie on your back with hips and knees bent at 90° and arms straight up over your chest.
2. Brace your core and press your lower back gently into the floor.
3. Lower your right arm and left leg slowly toward the floor while keeping the opposite arm and leg steady.
4. Return to the start and repeat on the other side in a controlled alternating pattern.",Keep the standing knee slightly bent and rise with ankle control,2.8,Sarcopenia,Main workout,,,
,,,,Standing Cross-Body Punch,All Ages,Weight Maintenance,Activation/Mobility,Upper,Bodyweight,Beginner,Shoulder pain (general),3,10–15,7–8,45-60 sec,Strengthens thoracic extensors and promotes upright posture,"1. Stand with feet hip-width apart and knees slightly bent.
2. Raise both hands to chest level in a loose guard position.
3. Rotate your torso and extend one arm across your body in a punching motion while keeping the opposite hand guarding.
4. Retract the punching hand to guard and repeat, alternating sides.",Hinge from the thoracic spine with core engaged and avoid lower back collapse,2.6,,Warm up,,,
,,,,Clock Reach (Posterior),40-59,Weight Gain,Balance & Stability,Full,Bodyweight,Beginner,Limited single-leg balance,3,10–12,6–7,30-45 sec,Enhances core stability and coordinated limb control,"1. Stand tall with feet hip-width and knees soft.
2. Hinge at the hips and reach your right hand diagonally back toward your right heel as if pointing to a clock.
3. Return to center and reset your posture.
4. Repeat the reach on the left side and continue alternating.",Press the low back into the floor and move slowly with controlled breathing,4,,Main workout,,,
,,,,Standing Reach and Roll,60+,Weight Loss,Activation/Mobility,Core,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),3,12–16,6–7,30-45 sec,Improves rotational power and shoulder endurance,"1. Stand with feet hip-width and arms relaxed by your sides.
2. Reach both arms overhead and lift your chest as you look up.
3. Hinge at the hips and roll slowly down through your spine toward your toes.
4. Roll up vertebra by vertebra and lower your arms back to your sides.",Rotate through the torso while keeping hips stable and shoulders relaxed,5,,Warm up,,,
,,,,Bear Plank (Static),40-59,Weight Loss,Activation/Mobility,Core,Bodyweight,Beginner,Reduced core stability,3,8–10,6–8,30-45 sec,Enhances thoracic rotation and posterior shoulder mobility,"1. Start on hands and knees and lift your knees a few inches off the floor with hips over shoulders.
2. Spread your fingers and press your palms into the ground while keeping a flat back and neutral neck.
3. Brace your core and hold the position, breathing steadily without letting hips sag or rise.",Hinge at the hips with a neutral spine and reach posteriorly with control,4,,Warm up,,,
,,,,Butt Kicks (Wide Stance),60+,Weight Gain,Cardio,Lower,Bodyweight,Beginner,Knee pain (general / chronic),3,6–10,6–7,30-45 sec,Promotes spinal mobility and coordinated full body movement,"1. Stand in a wide stance with knees slightly bent.
2. Bend one knee and kick the heel toward the glutes quickly.
3. Alternate legs rapidly with an upright torso and light bounce.
4. Maintain controlled motion for the desired repetitions or time.",Articulate the spine sequentially from chest to hips while maintaining soft knees,4,,Warm up/Main workout,,,
,,,,Adductor Stretch (Gate Pose),All Ages,Weight Maintenance,Flexibility / Stretching,Lower,Bodyweight,Beginner,Hip stiffness / limited hip mobility,3,20–30 sec hold per side,7–8,30–60 sec,Enhances full body core stability and shoulder endurance,"1. Place one knee on the ground and extend the other leg out to the side with the foot flat.
2. Square your hips and hinge forward over the extended leg with a long spine.
3. Hold the position to feel a stretch along the inner thigh.
4. Return to center and switch sides.",Keep hips level and spine neutral while bracing the core,3.5,"Hypertension, Coronary Artery Disease",Cooldown,,,
,,,,Single Leg Swing (Forward),40-59,Weight Loss,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,2,20–30,6–7,30–45 sec,Improves hamstring activation and hip mobility during dynamic movement,"1. Stand tall on one leg with the core engaged and the other leg relaxed.
2. Swing the free leg forward in a smooth, controlled arc while keeping the torso upright.
3. Allow the leg to return to the starting position with control.
4. Repeat for the chosen reps, then switch legs.",Drive heels toward glutes with an upright chest and soft knees,5.5,,Main workout,,,
,,,,Modified Side Plank (Forearm),All Ages,Weight Maintenance,Strength,Core,Bodyweight,Beginner,Reduced core stability,3,10–12,6–8,30–60 sec,Develops hip flexor control and single leg balance,"1. Lie on your side with your forearm under your shoulder and your bottom knee bent.
2. Press your forearm into the floor and lift your hips to align shoulder to knee.
3. Hold steady with core engaged and hips elevated.
4. Lower your hips back down with control.",Maintain controlled movement and proper alignment throughout,3,Sarcopenia,Main workout,,,
,,,,Prayer Stretch (Bench/Chair),60+,Weight Loss,Flexibility / Stretching,Upper,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),3,20–30 sec hold per side,7–8,45–60 sec,Builds lateral core strength and shoulder stability with reduced load,"1. Kneel facing a bench or chair and place your palms on the seat with arms extended.
2. Sit back toward your heels while keeping your arms straight and chest lowered.
3. Press your palms into the seat and maintain length through your spine.
4. Breathe deeply while holding the stretch.",Stack the shoulder over the forearm and keep hips lifted in a straight line,2,"Hypertension, Coronary Artery Disease",Cooldown,,,
,,,,Lateral Lunge to Balance,All Ages,Weight Loss,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,3,20–30,7–8,30–60 sec,Enhances coordination and low impact cardiovascular activity,"1. Stand tall with feet hip-width apart.
2. Take a wide step to the side and bend the lead knee while pushing your hips back and keeping the other leg straight.
3. Drive through the lead foot to return upright and bring the trailing leg under your body.
4. Lift the trailing knee up in front of you and pause briefly to balance.",Maintain controlled movement and proper alignment throughout,3.5,,Main workout,,,
,,,,Seated Figure-8 (Arms),40-59,Weight Maintenance,Activation/Mobility,Upper,Bodyweight,Beginner,Limited shoulder range of motion,2,8–12,6–7,15–30 sec,Improves thoracic mobility and eases upper back muscle tightness,"1. Sit upright on a chair with feet flat and knees bent.
2. Extend both arms forward at shoulder height with palms facing down.
3. Move hands in a smooth horizontal figure-eight path, crossing one hand over the other.
4. Keep core engaged and alternate which hand crosses on each loop.","Sit tall, draw the shoulder blades down, and breathe into the chest",4,,Warm up,,,
,,,,McGill Curl Up,60+,Weight Gain,Activation/Mobility,Core,Bodyweight,Beginner,Reduced core stability,3,8–12,7–8,45–60 sec,Enhances lateral strength and balance through controlled single leg loading,"1. Lie on your back with one knee bent and the other leg extended.
2. Slide your hands under your lower back to feel the lumbar support.
3. Lift only your head and shoulders a few inches while keeping your spine stable.
4. Hold briefly, lower slowly, then switch legs and repeat.",Maintain controlled movement and proper alignment throughout,4.5,,Warm up,,,
,,,,Seal Claps (Standing),All Ages,Weight Maintenance,Activation/Mobility,Upper,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),2,10–15,6–7,15–30 sec,Improves shoulder mobility and coordination through smooth circular movements,"1. Stand tall with feet hip-width apart and knees soft.
2. Raise hands to chest level with palms facing each other and elbows slightly bent.
3. Clap your palms together sharply, then open your arms wide to shoulder height.
4. Continue clapping rhythmically while maintaining an upright posture.",Keep shoulders down and move the arms through a controlled full range of motion,2,,Warm up,,,
,,,,Standing Spinal Roll Down,40-59,Weight Gain,Activation/Mobility,Core,Bodyweight,Beginner,Lumbar stiffness / restricted spinal mobility,3,8–12,6–7,30–60 sec,Builds core endurance while minimizing lumbar strain,"1. Stand with feet hip-width apart and soften your knees.
2. Hinge at the hips and slowly roll your spine forward one vertebra at a time.
3. Let your head and arms hang and keep your shoulders relaxed.
4. Tuck your chin and roll the spine up vertebra by vertebra to stand tall.",Brace the core and keep a neutral spine as you lift from the chest,2.5,,Warm up,,,
,,,,Knee-to-Chest Walk,60+,Weight Loss,Activation/Mobility,Lower,Bodyweight,Beginner,Limited single-leg balance,2,12–15,6–7,30–45 sec,Improves thoracic mobility and reduces shoulder tightness,"1. Lie on your back with both knees bent and feet flat on the floor.
2. Draw one knee toward your chest and hug it with both hands, then return it to the floor.
3. Repeat on the other side and continue alternating in a steady walking rhythm.",Retract the shoulder blades and keep the chest lifted during the claps,2.8,,Warm up,,,
